seed,AUC
42,0.6587390148011101
123,0.59713613937712
122,0.5414103453592353
2023,0.7299240672217082
145,0.5766400709219859
100,0.7123872571692877
22,0.5665163428923836
147,0.4973943879124268
95,0.4765572001233426
32,0.5706155565834105
