seed,AUC
42,0.9461706044084066
123,0.8420359755813412
122,0.8168687963092408
2023,0.8698666643366418
145,0.7603176406169906
100,0.814189996038958
22,0.8556913765785917
147,0.9000870846730975
95,0.883178386690899
32,0.8791765692716343
