seed,AUC
42,0.6270693531851439
123,0.5608573325877254
122,0.6376156274756513
20233,0.5531376695092969
145,0.6959973088214735
22,0.6021278950556876
147,0.46046020900321544
100,0.848781397082809
95,0.47643762523882754
32,0.5560589379747425
