seed,AUC
42,0.3776480111008325
42,0.4664720166512489
123,0.2964423373419673
122,0.5427574776441566
2023,0.8239265340733888
145,0.765571037619488
100,0.7777251002158495
22,0.6954719781066915
147,0.6847768270120259
95,0.6006051495528831
32,0.5561295482577859
